Name,Metric,Area(um^2),Power(uW),Delay(ns)
adder32_15-2-2,0.000008,106.67,nan,nan
adder32_15-2-3,0.238603,111.19,nan,nan
adder32_15-2-4,0.011653,103.47,nan,nan
adder32_16-0-0,0.000721,106.93,nan,nan
adder32_16-0-1,0.000005,110.12,nan,nan
adder32_16-0-2,0.000008,101.08,nan,nan
adder32_16-0-3,0.238603,106.67,nan,nan
adder32_16-0-4,0.011653,100.28,nan,nan
adder32_16-1-0,0.000721,111.72,nan,nan
adder32_16-1-1,0.000049,110.92,nan,nan
adder32_16-1-2,0.000008,109.86,nan,nan
adder32_16-1-3,0.238603,115.18,nan,nan
adder32_16-1-4,0.011653,103.74,nan,nan
adder32_16-2-0,0.000721,109.59,nan,nan
adder32_16-2-1,0.000049,110.66,nan,nan
adder32_16-2-2,0.000008,106.40,nan,nan
adder32_16-2-3,0.238603,112.25,nan,nan
adder32_16-2-4,0.011653,105.07,nan,nan
adder32_17-0-0,0.000721,105.60,nan,nan
adder32_17-0-1,0.000049,106.67,nan,nan
adder32_17-0-2,0.000008,101.08,nan,nan
adder32_17-0-3,0.238603,107.20,nan,nan
adder32_17-0-4,0.011653,100.81,nan,nan
adder32_17-1-0,0.000722,101.08,nan,nan
adder32_17-1-1,0.000012,101.08,nan,nan
adder32_17-1-2,0.238604,100.81,nan,nan
adder32_17-1-3,0.011655,95.49,nan,nan
adder32_17-2-0,0.000722,103.74,nan,nan
adder32_17-2-1,0.000051,103.74,nan,nan
adder32_17-2-2,0.000012,104.01,nan,nan
adder32_17-2-3,0.238604,104.27,nan,nan
adder32_17-2-4,0.011655,97.36,nan,nan
adder32_18-0-0,0.000722,99.75,nan,nan
adder32_18-0-1,0.000051,100.81,nan,nan
adder32_18-0-2,0.000012,101.08,nan,nan
adder32_18-0-3,0.238604,103.21,nan,nan
adder32_18-0-4,0.011655,90.97,nan,nan
adder32_18-1-0,0.000726,98.42,nan,nan
adder32_18-1-1,0.238556,99.48,nan,nan
adder32_18-1-2,0.011667,92.04,nan,nan
adder32_18-2-0,0.000726,101.35,nan,nan
adder32_18-2-1,0.000053,92.83,nan,nan
adder32_18-2-2,0.238556,104.01,nan,nan
adder32_18-2-3,0.011667,96.82,nan,nan
adder32_19-0-0,0.000726,97.89,nan,nan
adder32_19-0-1,0.000053,91.24,nan,nan
adder32_19-0-2,0.238556,99.48,nan,nan
adder32_19-0-3,0.011667,89.38,nan,nan
adder32_19-1-0,0.000756,91.24,nan,nan
adder32_19-1-1,0.000059,89.38,nan,nan
adder32_19-1-2,0.238678,94.70,nan,nan
adder32_19-1-3,0.011662,90.97,nan,nan
adder32_19-2-0,0.000747,98.69,nan,nan
adder32_19-2-1,0.000058,96.82,nan,nan
adder32_19-2-2,0.238776,99.22,nan,nan
adder32_19-2-3,0.011678,89.38,nan,nan
adder32_20-0-0,0.000756,89.38,nan,nan
adder32_20-0-1,0.000059,85.39,nan,nan
adder32_20-0-2,0.238678,89.11,nan,nan
adder32_20-0-3,0.011662,88.84,nan,nan
adder32_20-1-0,0.000759,88.84,nan,nan
adder32_20-1-1,0.000075,83.52,nan,nan
adder32_20-1-2,0.238680,87.78,nan,nan
adder32_20-1-3,0.011665,85.65,nan,nan
adder32_20-2-0,0.000752,91.24,nan,nan
adder32_20-2-1,0.000075,82.73,nan,nan
adder32_20-2-2,0.238780,95.76,nan,nan
adder32_20-2-3,0.011683,87.25,nan,nan
adder32_21-0-0,0.000759,83.79,nan,nan
adder32_21-0-1,0.000075,78.74,nan,nan
adder32_21-0-2,0.238680,83.79,nan,nan
adder32_21-0-3,0.011665,81.66,nan,nan
adder32_21-1-0,0.000767,78.47,nan,nan
adder32_21-1-1,0.238439,76.87,nan,nan
adder32_21-1-2,0.011679,78.74,nan,nan
adder32_21-2-0,0.000767,80.07,nan,nan
adder32_21-2-1,0.238439,78.47,nan,nan
adder32_21-2-2,0.011679,79.80,nan,nan
adder32_22-0-0,0.000767,75.54,nan,nan
adder32_22-0-1,0.238439,74.48,nan,nan
adder32_22-0-2,0.011679,75.81,nan,nan
adder32_22-1-0,0.000935,71.02,nan,nan
adder32_22-1-1,0.238451,74.21,nan,nan
adder32_22-1-2,0.011997,74.21,nan,nan
adder32_22-2-0,0.000935,72.62,nan,nan
adder32_22-2-1,0.238451,75.81,nan,nan
adder32_22-2-2,0.011998,75.81,nan,nan
adder32_23-0-0,0.000935,66.77,nan,nan
adder32_23-0-1,0.238451,71.82,nan,nan
adder32_23-0-2,0.011998,71.55,nan,nan
adder32_23-1-0,0.001019,66.50,nan,nan
adder32_23-1-1,0.238537,69.69,nan,nan
adder32_23-1-2,0.012105,70.49,nan,nan
adder32_23-2-0,0.001019,68.10,nan,nan
adder32_23-2-1,0.238537,71.29,nan,nan
adder32_23-2-2,0.012105,72.09,nan,nan
adder32_24-0-0,0.001019,63.84,nan,nan
adder32_24-0-1,0.238537,67.30,nan,nan
adder32_24-0-2,0.012105,65.70,nan,nan
adder32_24-1-0,0.001039,61.71,nan,nan
adder32_24-1-1,0.238577,65.44,nan,nan
adder32_24-1-2,0.012209,61.45,nan,nan
adder32_24-2-0,0.001039,63.31,nan,nan
adder32_24-2-1,0.238577,67.03,nan,nan
adder32_24-2-2,0.012209,65.17,nan,nan
adder32_25-0-0,0.001039,59.32,nan,nan
adder32_25-0-1,0.238577,63.04,nan,nan
adder32_25-0-2,0.012209,59.05,nan,nan
adder32_25-1-0,0.238586,61.45,nan,nan
adder32_25-1-1,0.012222,56.92,nan,nan
adder32_25-2-0,0.238585,63.04,nan,nan
adder32_25-2-1,0.012222,58.52,nan,nan
adder32_26-0-0,0.238585,59.32,nan,nan
adder32_26-0-1,0.012222,54.53,nan,nan
adder32_26-1-0,0.244717,57.46,nan,nan
adder32_26-1-1,0.014961,52.93,nan,nan
adder32_26-2-0,0.244717,59.05,nan,nan
adder32_26-2-1,0.014961,54.53,nan,nan
adder32_27-0-0,0.244717,55.06,nan,nan
adder32_27-0-1,0.014961,50.54,nan,nan
adder32_27-1-0,0.246020,51.34,nan,nan
